código,glosa,clasificación
AFB220004,CENTRO CIENTIFICO TECNOLOGICO DE VALPARAISO (CCTVAL),otro
ID22I10003,CELDA FOTOELECTROQUIMICA DE FLUJO PARA LA GENERACION DE HIDROGENO VERDE,otro
ID22I10006,"ADSORBENTE CARBONOSO PARA TRATAMIENTO DE AGUA, ELABORADO A PARTIR DE RESIDUOS DE NEUMATICOS FUERA DE USO",otro
ID22I10009,UNA NUEVA RENDICION DE CUENTAS PARA LA NUEVA EDUCACION PUBLICA. PROPICIANDO LA RESPONSABILIZACION COMPARTIDA PARA LA MEJORA EDUCATIVA,otro
ID22I10011,VALIDACION DE UN PROTOTIPO PARA EL TRATAMIENTO DE CONTAMINANTES EMERGENTES EN PLANTAS DE TRATAMIENTOS DE AGUAS SERVIDAS,otro
ID22I10012,PROTOTIPO DE RECIRCULACION ACUICOLA Y DESARROLLO DE SUPLEMENTOS MICROENCAPSULADOS PARA EL ACONDICIONAMIENTO DE REPRODUCTORES DEL OSTION DEL NORTE COMO HERRAMIENTA PARA SUSTENTAR LA PRODUCCION CONTINUA DE LARVAS EN AMBIENTE CONTROLADO,otro
ID22I10014,DESARROLLO Y DISPONIBILIZACION DE INDICES DE FRAGILIDAD Y CALIDAD DE SUELO PARA LA GESTION Y MANEJO SUSTENTABLE DE ECOSISTEMAS EN LAS REGIONES DE LOS RIOS Y AYSEN.,otro
ID22I10018,CONTROL DE FLUJOS DE PASAJEROS PARA EL ANALISIS DEL NIVEL DE SERVICIO EN ESTACIONES DE METRO (PASE),otro
ID22I10023,"NUEVO SISTEMA DE RECUPERACION DE S, P Y N DESDE DIGESTATOS VIA PRECIPITACION DE AZUFRE ELEMENTAL (S0), PRECIPITACION DE ESTRUVITA  Y UNA CORRIENTE LIQUIDA RICA EN POLIACRILATO DE AMONIO",otro
ID22I10027,"SMART DEVICE DE INTELIGENCIA

COMPUTACIONAL PARA PREDICCION DE FALLAS EN VENTILADORES PRINCIPALES EN MINERIA SUBTERRANEA.",otro
ID22I10028,DESARROLLO DE UN SOFTWARE PARA EL DISEÑO AUTOMATIZADO DE VIAS DE SACA QUE MINIMICEN COSTOS DE MADEREO E IMPACTOS AL SUELO EN OPERACIONES CON SISTEMAS DE COSECHA TERRESTRE,otro
ID22I10029,NEUREKA LATAM: APLICACION MOVIL DE EVALUACION NEUROCOGNITIVA AUTOADMINISTRABLE PARA EL DIAGNOSTICO DE LA DEMENCIA EN POBLACION CHILENA DE ADULTOS MAYORES,salud
ID22I10030,OPTIMIZACION SENSORIAL Y FUNCIONAL DE INGREDIENTES ALIMENTARIOS BASADOS EN INSECTOS PARA DESARROLLAR SNACKS FUNCIONALES Y PALATABLES PARA MASCOTAS,otro
ID22I10031,A POWER CONVERTER FOR FULL-ELECTRIC HOUSES: A COMPREHENSIVE HOME ELECTRICITY SERVICE,otro
ID22I10032,GUIA DE CARACTERIZACION DINAMICA DE SITIOS Y ANTEPROYECTO DE NORMA “OBTENCION DE PARAMETRO VS Y T0 BASADO EN TECNICAS DE ONDAS DE SUPERFICIE PARA CLASIFICACION SISMICA DE SITIOS”,otro
ID22I10033,SISTEMA DE ANALISIS EN-LINEA DE CONCENTRADOS DE COBRE BASADO EN LA FUSION DE ESPECTROSCOPIA RAMAN Y  DE REFLECTANCIA DIFUSA,otro
ID22I10034,APROVECHAMIENTO COMERCIAL DEL FRUTO DEL PINO PIÑONERO (PINUS PINEA L.) EN CHILE: VALIDACION DE TECNOLOGIAS PARA LA OBTENCION DE PIÑONES,otro
ID22I10037,DESARROLLO Y APLICACION DE UN MODELO DE INTERRUPCION DE TRAFICO POR FALLA DE TALUDES DE CAMINOS POR EVENTOS CLIMATICOS EXTREMOS,otro
ID22I10041,DESARROLLO DE MATERIALES COMPUESTOS BASE POLI&#769;MERO CON NANOPARTI&#769;CULAS META&#769;LICAS Y/O CERA&#769;MICAS PARA LA FABRICACION DE ANTENAS DE TELECOMUNICACION POR IMPRESION 3D,otro
ID22I10042,“DESARROLLO DE UN NUEVO ALIMENTO VIVO BASADO EN HUEVOS Y LARVAS DEL CIRRIPEDIO GIGANTE AUSTROMEGABALANUS PSITTACUS (“PICOROCO”) PARA LA MEJORA PRODUCTIVA DE ESTADIOS TEMPRANOS DE PECES MARINOS”,otro
ID22I10048,SISTEMA DE ANALISIS DE INFORMACION EN PLATAFORMAS EDUCACIONALES ONLINE: LEARNING ANALYTICS PARA MEJORAR PROCESOS EDUCATIVOS,otro
ID22I10050,PLATAFORMA DE SIMULACION Y EVALUACION DEL RIESGO PARA LA GESTION INTEGRADA Y PLANIFICACION OPTIMA DE RECURSOS CRITICOS EN REDES DE SALUD DE EMERGENCIA PARA ENFRENTAR CONDICIONES EXTREMAS EN LA DEMANDA HOSPITALARIA,salud
ID22I10051,DESARROLLO DE UN PROTOTIPO DE CAPTACION DE AGUA ATMOSFERICA PARA EL CONSUMO HUMANO CON EL FIN DE MITIGAR LA ESCASEZ HIDRICA PRODUCIDA POR EL CAMBIO CLIMATICO,otro
ID22I10052,PLATAFORMA PARA LA IDENTIFICACION DE LAS ALTERACIONES A LOS BIENES PATRIMONIALES CHILENOS,otro
ID22I10053,VALIDACION DE UN PROTOCOLO DE MANEJO DE LUZ Y OSCURIDAD PARA MODIFICAR EL RELOJ BIOLOGICO DE CONDUCTORES DURANTE LOS TURNOS NOCTURNOS CON EL FIN DE MEJORAR SU DESEMPEÑO Y SALUD.,salud
ID22I10057,"DESARROLLO, ESCALAMIENTO Y VALIDACION A NIVEL PILOTO Y EN ENTORNO REAL DE TRATAMIENTOS CON PLASMA FRIO ATMOSFERICO (PFA) PARA LA SANITIZACION DE AMBIENTES Y PRODUCTOS EN PLANTAS PROCESADORAS DE LACTEOS Y SALMONES",otro
ID22I10063,VENTILACION INTELIGENTE PARA AULAS ESCOLARES BASADO EN SISTEMAS DE ALERTA Y CONTROL DE CALIDAD DE AIRE PARA REDUCIR RIESGOS DE PATOLOGIAS RESPIRATORIAS U OTRAS DE TRANSMISION AEREA EN ESCENARIOS DE PANDEMIA CONTAMINACION AMBIENTAL Y RESTRICCION ENERGETICA,salud
ID22I10067,PROCICLO: UNA HERRAMIENTA COMPUTACIONAL PARA LA MODELACION DE VIAJES EN BICICLETA Y LA ESTIMACION DEL IMPACTO SOCIOAMBIENTAL DE LA INVERSION EN INFRAESTRUCTURA CICLOINCLUSIVA,otro
ID22I10070,EVALUACION DE LA EFICACIA Y SEGURIDAD DE UNA INMUNOTERAPIA SUPRESORA ESPECIFICA PARA ALFA-SINUCLEINA NITRADA COMO TRATAMIENTO PARA LA ENFERMEDAD DE PARKINSON EN UN MODELO PRECLINICO,salud
ID22I10071,DESARROLLO  DE FORMULACIONES DE LIBERACION CONTROLADA VIA ORAL PARA AUMENTAR LA BIODISPONIBILIDAD DE OXITETRACICLINA: OPTIMIZANDO UNA HERRAMIENTA TERAPEUTICA PARA LA PRODUCCION ANIMAL INTENSIVA,salud
ID22I10072,"PLATAFORMA DE CIENCIA CIUDADANA DESCENTRALIZADA BASADA EN JUEGOS PARA EL SEGUIMIENTO DE LA PERCEPCION COMUNITARIA DEL RIESGO DE INCENDIOS, CON UN ENFOQUE HUMANO Y TERRITORIAL.",otro
ID22I10074,"SNOW WATER EQUIVALENT, SNOW HEIGHT AND AIR TEMPERATURE MONITORING NETWORK FOR HIGH MOUNTAIN PROTOTYPE BASED ON OPEN HARDWARE DEVELOPMENT",otro
ID22I10078,PROGRAMA MULTIDIMENSIONAL DE PROMOCION DEL BIENESTAR EN LA ESCUELA (PROGMPBE),salud
ID22I10079,ANOXISMARTFERT: BIOESTIMULANTE COADYUVANTE PARA LA ENTREGA DE NUTRIENTES DESDE MICROSITIOS ANAEROBICOS INEXPLORADOS EN SUELOS AGRICOLAS.,otro
ID22I10084,PRODUCCION NATURAL DE AGAR STRIPS PARA INCENTIVAR Y SUSTENTAR EL CULTIVO DE AGAROPHYTON CHILENSE.,otro
ID22I10085,HUCLAM: SOLUCION BASADA EN LA NATURALEZA PARA MITIGAR EL IMPACTO NEGATIVO DE LAS DESCARGAS DE AGUA MIXTA (RESIDUAL + LLUVIA) EN CUERPOS HIDRICOS NATURALES,otro
ID22I10087,SISTEMA DE MONITOREO Y ANTICIPACION DE LA RESILIENCIA COSTERA: SIMONA COSTA,otro
ID22I10089,"BIOPLAGUICIDA PARA EL MANEJO INTEGRADO DE PLUTELLA XYLOSTELLA, BAGRADA HILARIS Y AFIDOS EN CULTIVOS DE BRASSICAS: UNA HERRAMIENTA SUSTENTABLE EN LA PEQUEÑA Y MEDIANA AGRICULTURA",otro
ID22I10091,SMART SUBMARINE ROBOTIC SYSTEM FOR AUTOMATIC BIOMASS AND SALMON BREEDING PROCESS CHARACTERIZATION FOR THE AQUACULTURE INDUSTRY,otro
ID22I10092,DESARROLLO DE UN BIO-ADSORBENTE SOSTENIBLE CON CAPACIDAD PARA REMOVER ANTIBIOTICOS EN AGUA DE USO EN SALMONICULTURA Y EN MEDICINA HUMANA,salud
ID22I10098,DESARROLLO Y VALIDACION DE UN SISTEMA INTEGRADO MULTIDIMENSIONAL PARA LA INCLUSION LABORAL DE PERSONAS CON DISCAPACIDAD,otro
ID22I10099,SILK-PEV: A NANO-DELIVERY BASED WOUND PATCH TO REDUCE INFLAMMATION AND SCARRING IN SECOND DEGREE BURN WOUNDS,salud
ID22I10101,"“IMPLEMENTACION, VALIDACION Y EVALUACION DEL EXAMEN DENTAL PREVENTIVO PARA LA POBLACION ADULTA Y PERSONAS MAYORES EN LA ATENCION PRIMARIA DE SALUD, INTEGRANDOSE A LOS EXAMENES DE MEDICINA PREVENTIVA DEL ADULTO (EMPA) Y PERSONAS MAYORES (EMPAM)”",salud
ID22I10102,VALIDACION DE TECNOLOGIA BCR EN PLANTA DE FLOTACION INDUSTRIAL DE MINERIA DEL COBRE,otro
ID22I10103,DIVERSIFICACION DEL RECURSO ALGAL EMERGENTE MAZZAELLA CANALICULATA A TRAVES DEL DESARROLLO TECNOLOGICO PARA IMPLEMENTAR ACUICULTURA A PEQUEÑA ESCALA,otro
ID22I10106,MARCADORES MOLECULARES PARA LA MEJORA GENETICA DE SEMILLAS DE MOLUSCOS BIVALVOS EN ESCENARIO DE CAMBIO CLIMATICO PARA APES,otro
ID22I10107,DESARROLLO DE LA HERRAMIENTA TECNOLOGICA RESCOL PARA EL DISEÑO DE RECOLECCION COLABORATIVA DE RESIDUOS SOLIDOS DOMICILIARIOS EN ZONAS URBANAS,otro
ID22I10119,"INSPECCION AUTOMATICA DE FRUTAS EN CENTROS DE EMPAQUETADO, USANDO ALGORITMOS DE MACHINE LEARNING Y MACHINE VISION",otro
ID22I10120,PROTEORESCUE: TERAPIA GENICA PARA TRATAR LA ESCLEROSIS LATERAL AMIOTROFICA (ELA) MEDIANTE LA MEJORA PROTEOSTATICA,salud
ID22I10122,GUIA METODOLOGICA PARA EL DIAGNOSTICO Y CALCULO DE LA AMENAZA ALUVIONAL PRESENTE Y FUTURA,otro
ID22I10123,ANALISIS PRESCRIPTIVO BASADO EN MACHINE LEARNING PARA LA OPERACION DE PLANTAS DE TABLEROS CONTRACHAPADOS DE ALTA PRODUCCION DE PINO RADIATA: PANELES 4.0,otro
ID22I10124,DESARROLLO Y CARACTERIZACION DE LA PROTEINA HMGB1 DE SALMO SALAR Y PEPTIDOS DERIVADOS DE LA MISMA COMO ADYUVANTES MOLECULARES PARA VACUNAS DE PECES.,salud
ID22I10126,"JAPI: COGNITIVE, EMOTIONAL AND SOCIAL STIMULATION FOR PRESCHOOL CHILDREN",otro
ID22I10127,"DESARROLLO DE UNA TECNOLOGIA PARA LA PRODUCCION SUSTENTABLE Y ESTANDARIZADA DE UN ACEITE DE MICROALGAS ENRIQUECIDO EN EL ACIDO GRASO EICOSAPENTAENOICO (EPA), COMO INGREDIENTE PARA LA INDUSTRIA DE LA ALIMENTACION ANIMAL",otro
ID22I10128,“ESCALAMIENTO DEL INDICE DE DESARROLLO REGIONAL COMO INSTRUMENTO DE GESTION Y POLITICAS PUBLICAS A NIVEL TERRITORIAL EN CHILE”,otro
ID22I10129,"SISTEMA DE INTELIGENCIA TERRITORIAL PARA LA GESTION DEL TURISMO SUSTENTABLE

EN AREAS SIVESTRES PROTEGIDAS Y COMUNIDADES PORTAL.",otro
ID22I10130,DESARROLLO DE REVESTIMIENTO METAL CERAMICO FE-SIC PARA APLICACIONES DE ALTA ABRASIVIDAD,otro
ID22I10131,"EVALUACION DE MUCUS COMO HERRAMIENTA DIAGNOSTICA NO INVASIVA EN EL MANEJO REPRODUCTIVO EN G. CHILENSIS Y S. LALANDI,  DOS ESPECIES NATIVAS CON DESARROLLO ACUICOLA EMERGENTE.",salud
ID22I10140,PROTECCION SISMICA DE SISTEMAS DE ALMACENAMIENTO INDUSTRIAL (RACKS) MEDIANTE LA IMPLEMENTACION DE AISLADOR DE MASA INERCIAL,otro
ID22I10141,DESARROLLO DE UN CANDIDATO VACUNAL MUCOSAL CONTRA MYCOBACTERIUM TUBERCULOSIS,salud
ID22I10153,DISEÑO Y VALIDACION DE UN SISTEMA DE MEDICION BIOINSPIRADO PARA EL DIAGNOSTICO ONLINE DE FALLOS EN TRANSFORMADORES DE POTENCIA,otro
ID22I10168,VALIDACION PRECLINICA DE ANTICUERPOS MONOCLONALES TERAPEUTICOS PARA EL TRATAMIENTO DEL SINDROME CARDIOPULMONAR POR HANTAVIRUS,salud
ID22I10169,DESARROLLO DE UNA PRUEBA DIAGNOSTICA DE ISQUEMIA CARDIACA EN SANGRE PERIFERICA BASADO EN LA CUANTIFICACION DE VESICULAS EXTRACELULARES PROVENIENTES DEL CORAZON,salud
ID22I10173,"DESARROLLO DE UN NUEVO BACTERICIDA BASADO EN BACTERIOFAGOS LITICOS, PARA EL CONTROL BIOLOGICO DEL CANCER BACTERIANO EN CEREZOS Y LA PECA BACTERIANA EN TOMATES, ENFERMEDADES CAUSADAS POR PSEUDOMONAS SYRINGAE",salud
ID22I10189,PROCEDIMIENTO RFV/MTM PARA PRODUCTOS DE MADERAS DE ALTO VALOR,otro
ID22I10190,DESARROLLO DE UN NUEVO PROCESO DE LIXIVIACION DE CALCOPIRITA EN TRES ETAPAS QUE PERMITE LA EXTRACCION EFICIENTE DE COBRE A ESCALA PILOTO,otro
ID22I10192,MONITOREO REMOTO DE DESGASTE EN GET DE PALAS MINERAS,otro
ID22I10197,BIOPESTICIDA EN BASE A BACTERIAS PRODUCTORAS DE COMPUESTOS ANTIMICROBIALES E INDUCTORAS DE RESISTENCIA PARA EL CONTROL DE PESTE NEGRA Y BAN EN NOGAL,salud
ID22I10199,SISTEMA DE MONITOREO DE RIESGO EN TORNO A DEPOSITOS DE RELAVES,otro
ID22I10200,"RADIAL PACKED-BED THERMAL STORAGE SYSTEM USING

COPPER SLAG AS STORAGE MEDIUM (RADTES-CS)",otro
ID22I10206,SIVAR-AUSTRAL: SISTEMA DE MODELAMIENTO DE VIENTO DE ALTA RESOLUCION PARA LA PLANIFICACION DE LA ACTIVIDAD ACUICOLA Y MARITIMA EN LA ZONA AUSTRAL DE CHILE,otro
ID22I10207,PROTOCOLO DE ATENCION CLINICA-JURIDICA CON PERFIL INTERCULTURAL PARA POBLACION MIGRANTE E INDIGENA,salud
ID22I10210,PLATAFORMA DE MONITOREO SATELITAL PARA LA GESTION Y PLANIFICACION DE LAS CIUDADES,otro
ID22I10211,"NANODISPOSITIVO MULTIFUNCIONAL PARA LA ENTREGA EFICIENTE DE FLORFENICOL EN SALMON DEL ATLANTICO, COMO UNA HERRAMIENTA DE BAJO COSTO PARA EL TRATAMIENTO DEL SINDROME RICKETTSIAL SALMONIDEO",salud
ID22I10214,"INCREMENTO DE LA PRODUCCION DE FUCOXANTINA EN PHAEODACTYLUM TRICORNUTUM MEDIANTE INGENIERIA

METABOLICA PARA SU USO EN LA INDUSTRIA NUTRACEUTICA",otro
ID22I10215,PREVENTING HYPOSALIVATION AND SALIVARY GLAND DYSFUNCTION FOLLOWING &#947;-IRRADIATION OF THE HEAD AND NECK USING INJECTABLE AND RELEASE-TUNABLE NANO-SIZED DUAL-DRUG DELIVERY SYSTEM: PRE-CLINICAL SAFETY AND EFFICACY VALIDATION; A STEP CLOSER TO THE CLINIC.,salud
ID22I10216,"""DESARROLLO DE UN SISTEMA AUTOMATIZADO DE ADMINISTRACION FARMACOLOGICA, PREDICTIVO Y OPORTUNO PARA UNA ANALGESIA ENDOVENOSA EFECTIVA DEL TRABAJO DE PARTO CON REMIFENTANILO”",salud
ID22I10217,RECURSOS BIOLOGICOS COMO HERRAMIENTAS DE INNOVACION Y DIFERENCIACION EN LA PRODUCCION DE CERVEZA ARTESANAL CHILENA,otro
ID22I10219,PLATAFORMA INDICE DE SATURACION DE DESTINOS TURISTICOS,otro
ID22I10222,"DESARROLLO DE MATHPATH, UN SOFTWARE EDUCATIVO DE APOYO DOCENTE Y FAMILIAR PARA AFIANZAR HABILIDADES NUMERICAS INICIALES EN ESTUDIANTES DE 5 A 6 AÑOS",otro
ID22I10224,"NUEVAS TECNOLOGIAS PARA PINTURAS DE TERMINACION INTERIOR Y ELEMENTOS ENVOLVENTES DE CONSTRUCCIONES HABITACIONALES, RESILIENTES BIO HIGROTERMICAMENTE, QUE INCORPORAN NANOTECNOLOGIA Y CONCEPTOS DE QUIMICA VERDE PARA MITIGAR EFECTOS DEL CAMBIO CLIMATICO",otro
ID22I10226,SISTEMA INTEGRADO DE ALTA EFICIENCIA PARA LA CAPTURA Y DESTRUCCION DE CONTAMINANTES DE AIRE DE INTERIOR (UNITAIR),otro
ID22I10227,"DESARROLLO DE UN PROCESO DE BIORREMEDIACION DE AGUAS RESIDUALES MEDIANTE EL USO DE CONSORCIOS MICROALGALES PARA LA REUTILIZACION DEL AGUA EN REGADIO, UN APORTE A LA ECONOMIA CIRCULAR EN COMUNAS COSTEROS-DESERTICAS",otro
ID22I10228,ADMISION UNIVERSITARIA MAS ALLA DE LA SELECCION,otro
ID22I10236,"PROCESO ESTABILIZADOR DE RELAVES DE COBRE, PARA SU USO COMO AGREGADO DE MATERIAL DE CONSTRUCCION",otro
ID22I10248,"A 3D-PRINTABLE FORMULATION WITH THERAPEUTIC POTENTIAL IN BONE REGENERATION, BASED ON HISTATIN-1-LOADED POLYCAPROLACTONE",salud
ID22I10251,EVALUACION  DE LA DISFUNCION EJECUTIVA EN TRASTORNOS CEREBRALES MEDIANTE TECNOLOGIAS DE VIDEOJUEGOS,salud
ID22I10252,"DESARROLLO CLINICO DE ANTICUERPO HUMANIZADO ANTI-NUCLEOPROTEINA Y ESCALAMIENTO COMERCIAL, CONTRA EL VIRUS RESPIRATORIO SINCICIAL",salud
ID22I10254,PROPAGACION MASIVA DE CULTIVARES ELITE DE STEVIA REBAUDIANA B. EN BIORREACTORES DE INMERSION TEMPORAL PARA LA OBTENCION DE BIOMASA Y ESTEVIOL GLICOSIDOS A ESCALA PILOTO CON APLICACIONES EN LA INDUSTRIA ALIMENTICIA Y FARMACEUTICA.,otro
ID22I10256,OXYFIT: DESARROLLO DE UN PROTOTIPO MODULAR DE OXIGENACION BASADO EN MEMBRANAS DIFUSIVAS PARA EL REACONDICIONAMIENTO (RETROFIT) DE SISTEMAS DE TRATAMIENTO DE AGUAS RESIDUALES CONVENCIONALES.,otro
ID22I10262,CONMUMTADOR OPTICO ESPACIAL DE ALTA VELOCIDAD PARA OPERACION EN REDES DE FIBRAS MULTI-NUCLEO,otro
ID22I10266,AUMENTO EN LA TASA DE GENERACION DE VARIEDADES CHILENAS DE CIRUELA MEDIANTE LA APLICACION DE SELECCION GENOMICA,otro
ID22I10268,"ESCRIBE, UN TUTOR INTELIGENTE PARA EVALUAR Y ENTRENAR ESTRATEGIAS DE ESCRITURA EN EL SISTEMA ESCOLAR CHILENO",otro
ID22I10277,DESARROLLO Y VALIDACION DE UN PROTOTIPO ELECTROPORADOR COMO TECNOLOGIA ASISTIDA PARA OPTIMIZAR EL PROCESO DE DESHIDRATACION DE ALIMENTOS,otro
ID22I10279,“DESARROLLO DE UNA BIOFORMULACION BASADA EN HONGOS MEJORADORES DE SUELOS CONTAMINADOS CON METALES PESADOS Y PROSPECCION DE APLICACION EN LA RECUPERACION DE SUELOS AGRICOLAS DEGRADADOS POR ACTIVIDADES ANTROPOGENICAS”,otro
ID22I10288,MODELO DE DESARROLLO INTEGRAL PARA EL ACOMPAÑAMIENTO DE TRAYECTORIAS EDUCATIVAS STEM/STEAM PARA LICEOS TECNICOS DESDE UN ENFOQUE DE GENERO,otro
ID22I10292,APLICACION DE UNA TECNOLOGIA ENZIMATICA PARA LA RECUPERACION DE BIOMOLECULAS DE ALTO POTENCIAL COMERCIAL A PARTIR DEL APROVECHAMIENTO INTEGRAL DEL BAGAZO CERVECERO,otro
ID22I10296,PRODUCCION ESTANDARIZADA DE UN INGREDIENTE ALIMENTARIO FUNCIONAL BASADO EN PEPTIDOS FRACCIONADOS DE QUINOA PARA LA PREVENCION DE LA DIABETES MELLITUS GESTACIONAL (DMG),salud
ID22I10300,DESARROLLO DE ESPORAS COMERCIALES EN BASE A HONGOS (ENDOFITOS) ANTARTICOS PARA LA PRODUCCION DE VERDURAS Y HORTALIZAS CON MENOR DEMANDA DE RIEGO: UNA HERRAMIENTA PARA UNA PRODUCCION SUSTENTABLE EN TIEMPOS DE SEQUIA.,otro
ID22I10307,PROTEINAS UNICELULARES A PARTIR DE LEVADURAS NATIVAS PRODUCIDAS CON RESIDUOS LIGNOCELULOSICOS PARA LA ALIMENTACION EN JUVENILES DE SALMON DEL ATLANTICO.,otro
ID22I10314,FIRE RETARDANT APPARATUS (FRA): FOMENTANDO LA ADAPTACION AL CAMBIO CLIMATICO A TRAVES DE LA OPTIMIZACION DEL COMBATE DE INCENDIOS FORESTALES.,otro
ID22I10316,GENOFAN: BASE DE DATOS GENOMICA PARA MANEJO Y MONITOREO  DE FLORACIONES ALGALES NOCIVAS,otro
ID22I10317,ATACAMA LUTEIN: SISTEMA OPTIMIZADO DE PRODUCCION DE LUTEINA MICROALGAL EN BASE A INDUCCION SINERGICA LUZ-FITOHORMONAS.,otro
ID22I10318,HERRAMIENTAS PARA DETERMINAR LAS CARACTERISTICAS DE LA POBLACION DEL AGENTE CAUSAL DEL CANCER BACTERIAL EN CEREZOS: GENERANDO INFORMACION CLAVE PARA EL DESARROLLO DE ESTRATEGIAS SUSTENTABLES DE CONTROL,salud
ID22I10329,MENTES TRANSFORMADORAS: CONECTANDO EL QUEHACER CIENTIFICO NACIONAL CON LAS COMUNIDADES EDUCATIVAS. APLICACION Y EVALUACION DE UN MODELO DE EDUCACION CIENTIFICA BASADO EN LA INDAGACION,otro
ID22I10333,"OPTIMIZACION DEL CULTIVO DE MICROALGAS AISLADAS 

DE LA ANTARTICA, PARA LA PRODUCCION SUSTENTABLE DE INGREDIENTES FUNCIONALES, INCLUIDOS EN LA 

FORMULACION DE PIENSOS DE LA INDUSTRIA SALMONERA",otro
ID22I10334,"IMPLEMENTACION DE UNA INFRAESTRUCTURA DE DATOS GEOESPACIAL GEOMORFOLOGICA (I2GEO), PARA LA REGION DEL BIOBIO:  UNA HERRAMIENTA ESTANDARIZADA PARA LA PLANIFICACION TERRITORIAL.",otro
ID22I10342,DESARROLLO DE UN POLIMERO ENCAPSULANTE DE MODULOS FOTOVOLTAICOS EN BASE A COMPUESTO BIOACTIVO BACTERIANO ANTARTICO,otro
ID22I10344,"EFFICIENT PRODUCTION OF PLANT-BASED

PROTEINS FROM LEMNA SP. (DUCKWEED) FOR HUMAN CONSUMPTION USING NANOBUBBLES.",salud
ID22I10348,SISTEMA AUTONOMO DE VISION ARTIFICIAL PARA ANALISIS CLOUD DE DISEÑO FUNCIONAL-GEOMETRICO DE CAMINOS MINEROS COMO SOPORTE A GESTION DE MANTENIMIENTO PREDICTIVO.,otro
ID22I10350,DESARROLLO DE UN INNOVADOR PROCESO DE PRODUCCION DE MEMBRANAS SUSTENTABLES PARA EL TRATAMIENTO DE AGUAS,otro
SA22I0033,"ESTUDIO INTERVENCIONAL, ALEATORIZADO, SIMPLE CIEGO  EN   PACIENTES CON ESCLEROSIS MULTIPLE  CON SOBREPESO Y OBESIDAD PARA EVALUAR LA EFICACIA DE UNA INTERVENCION COGNITIVA Y NUTRICIONAL SOBRE  MARCADORES CLINICOS E IMAGENOLOGICOS",salud
SA22I0035,PREVALENCIA DE RESISTENCIA TRANSMITIDA A TERAPIA ANTIRRETROVIRAL EN PACIENTES PORTADORES DE VIH VIRGENES A TRATAMIENTO EN CHILE: IMPLICANCIAS PARA LA POLITICA PUBLICA.,salud
SA22I0041,EVALUACION DE MUESTRAS NO INVASIVAS PARA EL DIAGNOSTICO DE LA ENFERMEDAD DE PARKINSON USANDO LA TECNICA RT-QUIC EN PACIENTES CHILENOS,salud
SA22I0060,EVALUACION ECONOMICA DE LA PROPUESTA ACTUAL Y DE DIFERENTES ESCENARIOS DECISIONALES DE AUMENTOS DE COBERTURA DE UNA POLITICA DE SALUD ORAL PARA PACIENTES CON DIABETES MELLITUS TIPO 2 EN CHILE: UN MODELO DE MICROSIMULACION A PARTIR DE DATOS DEL MUNDO REAL,salud
SA22I0119,EXPOSICION A ARSENICO Y SU ASOCIACION CON CITOQUINAS PRO INFLAMATORIAS EN NIÑOS NACIDOS ENTRE 2013-2016 DE LA CIUDAD DE ARICA,salud
SA22I0129,MONITOREO Y PREDICCION DE LA EPIDEMIA DE SIDA EN CHILE EMPLEANDO REDES NEURONALES ARTIFICIALES  Y DATOS DE TENDENCIAS DE BUSQUEDA EN GOOGLE,salud
SA22I0135,"EVALUACION E IMPLEMENTACION DE UNA INTERVENCION MULTIMODAL PARA DISMINUIR SINTOMAS DE LONG COVID/COVID PROLONGADO EN POBLACION DE ADULTOS DE PUNTA ARENAS, CHILE.",salud
SA22I0156,FORTALECIENDO LA RESILIENCIA DE LA RESPUESTA DEL SISTEMA PRIMARIO DE SALUD A LAS NECESIDADES DE LAS PERSONAS MAYORES EN CRISIS SOCIOSANITARIAS: GUIA DE RECOMENDACIONES PARA DISTINTOS CONTEXTOS TERRITORIALES.,salud
SA22I0167,UNA REGLA DE PREDICCION CLINICA PARA EL DIAGNOSTICO DE MIOTONIA PERMANENS A TRAVES DE UN ESTUDIO MULTICENTRICO,salud
SA22I0178,EVALUACION DE LA PRECISION DE LA OXIMETRIA DE PULSO EN FUNCION DE LA CONCENTRACION DE MELANINA EN LA PIEL,salud
SUC220003,GEOBEE: TECNOLOGIA PARA POSICIONAMIENTO DE ZONAS DE TRABAJO COMPLEJAS,otro
SUC220005,"LIVERECOVERY: MAQUINA INTELIGENTE PARA LA PRESERVACION, REANIMACION Y REACONDICIONAMIENTO DE HIGADOS",salud
SUC220006,CODI – IMPLANTE DE CUERPOS CAVERNOSOS PARA EL TRATAMIENTO DE LA DISFUNCION ERECTIL SEVERA,salud
SUC220012,GENERACION DE MODELOS VARIEDAD/MARCA EN CIRUELAS DE ALTA CALIDAD PARA LA INDUSTRIA NACIONAL DE EXPORTACION,otro
SUC220020,SPECTRALEYE: SENSAJE MULTIESPECTRAL Y ANALISIS POR MEDIO DE INTELIGENCIA ARTIFICIAL,otro
SUC220022,FORMULA FERMENTADORA EN BASE A LEVADURAS NATIVAS QUE POTENCIA EL PERFIL AROMATICO DE VINOS Y CALIDAD DE LOS VINOS CHILENOS.,otro
SUC220026,MATERIAL BIODEGRADABLE A BASE DE RESIDUOS LIGNO-CELULOSICOS COMO ALTERNATIVA AL PLASTICO,otro
SUC220029,KIT MOLECULAR PARA LA DETERMINACION DEL ORIGEN BOTANICO EN MIELES PARA AUMENTAR LA COMPETITIVIDAD DEL SECTOR APICOLA NACIONAL,otro
