código,glosa,clasificación,clasificación_normalizada
11220777,STRUCTURAL CONTROL ON RESIDENCE TIMES AND METAL SOURCES IN GEOTHERMAL WATERS FROM SOUTHERN ANDES: IMPLICATIONS FOR GEOTHERMAL SYSTEMS AND EPITHERMAL DEPOSITS FORMATION,otro,otro
11220775,"ENFERMEDADES RARAS, REDES SOCIO-MEDICAS Y COLECTIVOS HIBRIDOS: UN ESTUDIO EXPLORATORIO SOBRE LA TOMA DE DECISIONES DE SALUD",salud,salud
11220774,“ANTIBACTERIAL POLYMERIC COATINGS FOR BIOMEDICAL TITANIUM ALLOYS”.,salud,salud
11220773,"VALIDEZ, ECUANIMIDAD, Y CONSECUENCIAS DE LA EVALUACION DE LA DOCENCIA UNIVERSITARIA: EL CASO DE LOS PROGRAMAS DE FORMACION INICIAL DOCENTE",otro,otro
11220772,WASSERSTEIN METRICS FOR INVERSE PROBLEMS IN LIGHT AND WAVE PROPAGATION,otro,otro
11220765,"PRINCIPIO DE PROPORCIONALIDAD Y SU RELACION CON EL DERECHO PENAL EN CHILE Y ALEMANIA:


ANALISIS COMPARADO DE LA TEORIA Y PRACTICA DEL CONTROL DE CONSTITUCIONALIDAD MATERIAL DEL PROCESO PUNITIVO",otro,otro
11220761,"JUVENTUD, PRECARIEDAD LABORAL Y PANDEMIA: ¿ORGANIZACION EN TIEMPOS DE CRISIS?",otro,otro
11220756,CHALLENGES AND POSSIBILITIES FOR AN INTERCULTURAL VISUAL ARTS EDUCATION,otro,otro
11220755,"¡ARRIBA EL FEMINISMO QUE VA A VENCER!: EL MOVIMIENTO ESTUDIANTIL FEMINISTA UNIVERSITARIO, 2011-2020",otro,otro
11220752,APPLICATION OF INNOVATIVE PROCEDURES BASED IN COMPRESSED FLUIDS FOR THE EXTRACTION AND CO-ENCAPSULATION OF VALUABLE BIOACTIVE COMPOUNDS FROM CHERIMOYA BY-PRODUCTS WITH CARDIOPROTECTIVE EFFECTS: A BIOREFINERY APPROACH TOWARDS SUSTAINABLE CHEMISTRY,salud,salud
11220738,CYCLIC PLANT PEPTIDES: DEVELOPING AN ECOFRIENDLY CROP PROTECTION SOLUTION AGAINST LOBESIA BOTRANA AND TUTA ABSOLUTA INSECTS,otro,otro
11220732,THE ROLE OF FRUIT LOAD IN MODULATING LEAF GAS EXCHANGE IN WATER-RESTRICTED SWEET CHERRY (PRUNUS AVIUM L.) TREES: IMPACT OF STRUCTURAL AND ANATOMICAL LEAF TRAITS ON THE STOMATAL AND NON-STOMATAL LIMITATIONS TO PHOTOSYNTHESIS.,otro,otro
11220731,MEASUREMENT AND MODELING OF THERMODYNAMIC PROPERTIES OF CONSTITUENT ELECTROLYTE SYSTEMS OF BRINES IN THE PRODUCTION OF LITHIUM SALTS.,otro,otro
11220727,SYSTEMATIC ANNOTATION OF SMALL RNA-PRODUCING LOCI FOR DIVERSE SET OF OVER 60 SPECIES OF FUNGI,otro,otro
11220725,"HETEROGENEIDAD Y TRAYECTORIAS DE CAMBIO EN LAS CREENCIAS DE LEGITIMIDAD PARENTAL DURANTE LA ADULTEZ EMERGENTE: EL ROL DEL TEMPERAMENTO, LAS DIMENSIONES DEL ESTILO PARENTAL Y EL INVOLUCRAMIENTO CON PARES QUE PRESENTAN PROBLEMAS CONDUCTUALES.",otro,otro
11220713,PREDICTING THE SOCIO-ECOLOGICAL SUITABILITY OF NON-PROTECTED SILVOPASTORAL LANDSCAPES FOR THE CONSERVATION OF NATIVE MAMMALIAN CARNIVORES IN SOUTHERN CHILE.,otro,otro
11220711,ARE NORTH AMERICAN MINKS HOSTS AND POTENTIAL SENTINELS FOR DETECTING BOVINE TUBERCULOSIS IN SYMPATRIC LIVESTOCK OF SOUTHERN CHILE?,salud,salud
11220709,MOTIVATIONAL DESIGN OF COGNITIVE TUTORS FOR SUPPORTING MATH LEARNING OF FIRST-YEAR UNDERGRADUATE ENGINEERING STUDENTS,otro,otro
11220708,EVALUATING THE ROLE OF PTPRD IN TAU PHOSPHORYLATION AND ALZHEIMER’S DISEASE PATHOLOGY,salud,salud
11220703,"TESTING MIMICRY THEORY PREDICTIONS ON MIMETIC GROUND BEETLES FROM SOUTH CHILE: AN INTEGRATIVE APPROACH COMBINING FIELD EXPERIMENTS, SPECTROPHOTOMETRY, CHEMICAL ANALYSES, AND WHOLE GENOME SEQUENCING",otro,otro
11220701,SPATIAL EXTENT OF ANTARCTIC COLD REVERSAL IDENTIFIED BY GLACIAL CHRONOLOGIES BETWEEN 39 ° - 41 ° S OF THE ANDES. NEW RECORDS TO IMPROVE UNDERSTANDING OF THE CLIMATE- GLACIERS RELATIONSHIP DURING THE LAST GLACIAL-INTERGLACIAL TRANSITION,otro,otro
11220700,EFFECTS OF SCHWANN CELL-DERIVED EXOSOMES THERAPY IN A MODEL OF PERIPHERAL NERVE CHRONIC CONSTRICTION INJURY,salud,salud
11220697,DYNAMIC AND STATIONARY ELECTRICAL MODEL FOR BIFACIAL HETEROJUNCTION PV MODULES,otro,otro
11220694,"DECIPHERING HOST GENETICS FACTORS AND NK CELLS ROLE IN


IMMUNOPATHOGENESIS OF MULTISYSTEM INFLAMMATORY SYNDROME IN CHILDREN


(MIS-C)",salud,salud
11220693,END-TO-END MULTI-TASK LEARNING FRAMEWORK FOR INDIVIDUALS IDENTIFICATION THROUGH PALM VEIN PATTERNS,otro,otro
11220691,"NURSING WORKFORCE, PATIENT COMPLEXITY, AND SAFETY OUTCOMES IN CHILEAN PUBLIC HOSPITALS",salud,salud
11220688,DETERMINATION OF REPRODUCTIVE REQUIREMENTS FOR THE NEW GENERATION OF SWEET CHERRY CULTIVARS AVAILABLE IN CHILE BASED ON MICROSCOPIC AND MOLECULAR APPROACHES,otro,otro
11220685,THE PATAGONIAN BEETLE FAUNA IN PLEISTOCENE-HOLOCENE TRANSITION: ¿WHAT FACTORS HAVE DRIVEN THE FUNCTIONAL AND TAXONOMIC CHANGES AT THIS PERIOD?,otro,otro
11220683,UNVEILING THE SECRETS OF CONFINED ACTIVE MATTER,otro,otro
11220676,"ESTRUCTURAS DE OPORTUNIDAD EN EMTP: EL EFECTO DE LAS NORMAS, PRACTICAS Y DISCURSOS EN LAS ASPIRACIONES DE LOS ESTUDIANTES Y LAS TRANSICIONES POST EGRESO.",otro,otro
11220675,TAKING THE RISK OF PRODUCTIVITY OR JUST SURVIVE: TRAITS OF ROOT HYDRAULIC RESISTANCE AND GAS EXCHANGE CONTROLLING PHYSIOLOGICAL DYNAMIC OF WATERMELON-GRAFTED PLANTS WITH LAGENARIA SICERARIA LANDRACES UNDER WATER DEFICIT.,otro,otro
11220670,EVALUATING THE EFFECT OF SUPPLEMENTING BILE SALT TO DIET IN FLESH PIGMENTATION IN RAINBOW TROUT (ONCORHYNCHUS MYKISS) FED ON A HIGH PLANT PROTEIN DIET; A POTENTIAL ROLE OF BILE ACID-GUT MICROBIOTA CROSSTALK?,otro,otro
11220667,INFLUENCIA LONGITUDINAL DE LAS HABILIDADES LINGÜISTICAS EN LOS DOMINIOS DE LA COMPETENCIA MATEMATICA DE ESTUDIANTADO CON TRASTORNO ESPECIFICO DEL LENGUAJE (TEL) DURANTE SU TRAYECTORIA ESCOLAR DESDE EDUCACION PREESCOLAR HASTA 2º AÑO DE EDUCACION BASICA.,otro,otro
11220663,"WAVE, CURRENTS AND TURBULENCE INTERACTIONS IN HIGH-FLOW TIDAL CHANNELS",otro,otro
11220657,ROLE OF KININ RECEPTORS ON FOCAL ADHESION DYNAMICS IN BREAST CANCER CELLS,salud,salud
11220656,UNVEILING THE SUPERFICIAL TRANSPORT OF MICROPLASTICS IN SOILS BY EXCESS WATER,otro,otro
11220650,SPECTRUM ALLOCATION IN BAND DIVISION MULTIPLEXING - ELASTIC OPTICAL NETWORKS,otro,otro
11220647,REMOVING HEAVY METALS IN WASTEWATER BY BIOLOGICAL PRECIPITATION THROUGH PHOTOSYNTHETIC MICROBIAL INDUCED CALCITE PRECIPITATION (MICP),otro,otro
11220642,CONTRIBUTION OF INTERGENERATIONAL MITONUCLEAR MISMATCH TO DISEASE IN LATIN-AMERICAN ADMIXED PATIENTS.,salud,salud
11220637,IMPACT OF ELECTRICAL CONDUCTIVITY ON THE PERFORMANCE OF DIRECT AIR CAPTURE CONTACTORS,otro,otro
11220631,LINKING GEOTECHNICAL AND GEOLOGICAL PROPERTIES AT THE MICROSCALE TO CHARACTERISE THE COMMINUTION POTENTIAL OF ORES,otro,otro
11220630,MULTILINGUALISM IN THE CHILEAN CLASSROOM: HAITIAN IMMIGRATION AND INTERCULTURAL FACILITATION,otro,otro
11220627,LA PRESENCIA INDIGENA EN LA ESTETICA SURANDINA Y SU CIRCULACION ENTRE LOS VALLES DEL COLCA Y ARICA EN EL VIRREINATO DEL PERU (S. XVIII),otro,otro
11220624,FUNCTION OF MITOCHONDRIAL TRANSFER IN XENOPUS LAEVIS AXON AND SPINAL CORD REGENERATION,salud,salud
11220622,EL DESARROLLO DEL DEBIDO PROCESO CONTENCIOSO ADMINISTRATIVO  Y SU TUTELA JUDICIAL EFECTIVA EN LA JURISPRUDENCIA CONSTITUCIONAL (1990-2021),otro,otro
11220619,"ESCRITURA ESPECIALIZADA: GENEROS DISCURSIVOS, MODELOS RETORICOS Y DIFICULTADES DE PRODUCCION TEXTUAL EN CINCO AMBITOS PROFESIONALES",otro,otro
11220618,ASSESSMENT OF INFLUENZA A SURVEILLANCE AND CONTROL STRATEGIES IN SWINE BREEDING HERDS.,salud,salud
11220617,BIODIVERSITY AND FUNCTIONALITY OF ROOT ENDOPHYTIC BACTERIA IN PLANTS COLONIZING VOLCANIC DEPOSITS. AN ALTERNATIVE FOR  CONSERVATION OF NATIVE PLANTS AND AGRICULTURAL PRODUCTION UNDER WATER DEFICIT STRESS,otro,otro
11220613,HUELGAS CONTRA GOBIERNOS: EL IMPACTO POLITICO DE LAS HUELGAS GENERALES EN AMERICA LATINA,otro,otro
11220610,LA “REVOLUCION SILENCIOSA” EN LA EDUCACION SUPERIOR CHILENA (1990-2005),otro,otro
11220605,PRACTICAS EDUCATIVAS DEL FORMADOR DE FORMADORES QUE INCORPORAN LA EQUIDAD DE GENERO EN LA EDUCACION CIENTIFICA,otro,otro
11220601,“EXPLORING THE CONTRIBUTION OF ASTROCYTE-DERIVED EXTRACELLULAR VESICLES TO CONTROL AXONAL PROTEIN SYNTHESIS BY MICRORNA TRANSFER.”,salud,salud
11220600,LA JUSTICIA EN VITRINA. UN ESTUDIO DOGMATICO SOBRE LOS RIESGOS DE LA PUBLICIDAD JUDICIAL Y SU ADECUADA LIMITACION,otro,otro
11220598,ROLE OF UV RADIATION IN INCREASING THE CONCENTRATION OF VITAMIN D2 IN ANDEAN-PATAGONIAN EDIBLE MUSHROOMS.,salud,salud
11220597,"LA ESTRUCTURA DE UNIDADES DOMESTICAS RURALES EN LA ARAUCANIA: TERRITORIALIDADES, PATRONES  TERRITORIALES Y RELACIONES/CONFLICTOS CON EL CAPITAL SILVO-AGRO-EXPORTADOR (FORESTAL/FRUTICOLA).",otro,otro
11220596,APRENDER A ENSEÑAR CIENCIAS PARA LA CIUDADANIA: REFLEXION CRITICA EN LA CONSTRUCCION DE PROYECTOS INTEGRADOS POR INDAGACION Y MODELIZACION EN FORMACION INICIAL DE PROFESORAS Y PROFESORES.,otro,otro
11220593,THERMAL MISMATCH HYPOTHESIS (TMH) IN HOST-PARASITE SYSTEMS: VARIABILITY IN PHYSIOLOGICAL THERMAL PERFORMANCE CURVES OF BENTHIC ECTOTHERMS ALONG THE LATITUDINAL AND VERTICAL ENVIRONMENTAL GRADIENTS OF THE CHILEAN COAST.,otro,otro
11220586,"OPTIMIZATION AND GAMES WITH DECISION-DEPENDENT UNCERTAINTY: THEORY, ALGORITHMS AND APPLICATIONS",otro,otro
11220584,AUCTIONS AND INFORMATION TRANSMISSION,otro,otro
11220583,TOPOLOGICAL AND ERGODIC ASPECTS OF NON-HYPERBOLIC DYNAMICS,otro,otro
11220582,DESIGN AND MANUFACTURING OF A CLUSTER OF NOVEL SMALL HYDROCYCLONES FOR REMOVAL OF FINE PARTICLES FROM CLARIFIED WATER IN MINING INDUSTRY: CFD SIMULATIONS AND EXPERIMENTAL WORK,otro,otro
11220581,ASSESSING THE UNDERLYING MECHANISMS OF ENDEMISM AND POPULATION DIVERGENCE IN HIGHLY VAGILE AND THREATENED SEABIRDS: A COMPARISON BETWEEN TWO CONTRASTING PETREL SPECIES,otro,otro
11220579,PHYSICAL KNOTS AND CURVES: TOWARDS A PROOF OF THE GORDIAN KNOT CONJECTURE,otro,otro
11220577,EFECTOS DE LA PANDEMIA EN LAS HABILIDADES LECTORAS DE ESTUDIANTES DE KINDER A 4TO BASICO,otro,otro
11220576,"YOUNG LEARNERS' PERSPECTIVES ON ENGLISH LEARNING EXPERIENCES: VARIATIONS IN MOTIVATIONS, ATTITUDES, AND FOREIGN LANGUAGE CLASSROOM ANXIETY IN CHILEAN PRIMARY SCHOOL",otro,otro
11220575,CONVERTIR LA ADVERSIDAD EN OPORTUNIDAD. LIDERAZGO PARA LA INNOVACION EDUCATIVA EN TIEMPOS DE CRISIS.,otro,otro
11220571,PLASMON-BASED STRATEGY AGAINST AGRICULTURAL PERSISTENT POLLUTANTS. AN INNOVATIVE ALTERNATIVE FOR IMMOBILIZATION AND DEGRADATION OF NEONICS.,otro,otro
11220567,P-ADIC DISTRIBUTION OF HEEGNER POINTS ON MODULAR CURVES AND GENERALIZATIONS,otro,otro
11220563,THE VIRULENCE FACTORS OF PORPHYROMONAS GINGIVALIS AND FUSOBACTERIUM NUCLEATUM AS A MECHANISTIC LINK BETWEEN PERIODONTAL DISEASE AND IMMUNE CHECKPOINT ACTIVATION IN GASTRIC CANCER PATIENTS,salud,salud
11220562,RECOVERY AND RECONSTRUCTION AFTER SOCIONATURAL DISASTERS: A MODEL FOR INTERDISCIPLINARY ANALYSIS AND PUBLIC POLICY INTERVENTION,otro,otro
11220556,"IS HYBRIDIZATION A PLAUSIBLE MECHANISM


OF DIVERSIFICATION IN ALSTROEMERIA?: UNRAVELING A CASE OF DIRECTIONAL INTROGRESSION AND CHLOROPLAST CAPTURE IN THE A. LIGTU - A. HOOKERI SPECIES COMPLEXES",otro,otro
11220549,IDENTIFICATION OF MICRORNAS DERIVED FROM EXOSOMES OF GLYCOLYTIC MESENCHYMAL STEM CELLS WITH THERAPEUTIC PROPERTIES FOR EXPERIMENTAL OSTEOARTHRITIS,salud,salud
11220545,ALGORITHMS AND DATA STRUCTURES FOR THE EDGE COMPUTING PARADIGM,otro,otro
11220544,CHARGED POLYCYCLIC AROMATIC HYDROCARBONS AS POTENTIAL NON-FULLERENE ORGANIC N-TYPE SEMICONDUCTOR MATERIALS.,otro,otro
11220533,EFFECT OF DOMESTICATION OVER TORC1 SIGNALLING PATHWAY ACTIVATION IN SACCHAROMYCES CEREVISIAE,otro,otro
11220530,QUANTIFICATION OF INCREMENTAL MODEL UNCERTAINTY IN EARTHQUAKE PERFORMANCE ASSESSMENT THROUGH MULTI-FIDELITY SIMULATION AND BAYESIAN INFERENCE.,otro,otro
11220525,EVALUATING LIGHT ABSORBING PARTICLES - SNOW INTERACTIONS:  THEIR IMPACT IN THE SNOW ALBEDO AND THE ASSOCIATED RADIATIVE FORCING IN THE CHILEAN CENTRAL ANDES,otro,otro
11220522,"“ENFERMEDAD MENTAL E INSTITUCIONALIZACION EN CHILE: HISTORIA SOCIOCULTURAL DEL HOSPITAL COLONIA EL PERAL, 1960-1980”.",salud,salud
11220518,MULTILAYER-NANOFILTRATION MEMBRANE WITH HIGH WATER FLUX AND IMPROVED EMERGING ORGANIC CONTAMINANTS REMOVAL BY DUAL RETENTION MECHANISMS,otro,otro
11220514,CHANGE ON TEACHERS’ PEDAGOGICAL COMPETENCIES AND MAINTAINING THE CHANGE: A STUDY OF CHILEAN PROFESSIONAL DEVELOPMENT PROGRAMS IN MATHEMATICS,otro,otro
11220513,EARTHQUAKES IN STRIKE-SLIP PLATE BOUNDARIES: A STUDY OF INTERSEISMIC STRAIN ACCUMULATION AND ASEISMIC DEFORMATION AT THE MAGALLANES-FAGNANO FAULT ZONE,otro,otro
11220512,ELECTROCHEMICALLY ASSEMBLED LI-S CELL CATHODES BASED ON CONDUCTING POLYMERS WITH HIGH POLYSULFIDE LOADING,otro,otro
11220510,OPTIMIZATION AND CHARACTERIZATION OF OPTICAL FLOW METHODS THAT ARE BASED ON DEEP LEARNING AND APPLICATION TO PROBLEMS FROM BIOMEDICINE,salud,salud
11220508,"STUDY OF THE MICROCLIMATIC CONDITIONS, AND THE MORPHOLOGICAL AND PHYSIOLOGICAL TRAITS WITHIN AN APPLE TREE, TO UNDERSTAND THE INCIDENCE OF BITTER PIT",otro,otro
11220507,TEMPORAL AND SPATIAL VARIATION OF SEDIMENT SOURCES AND PATHWAYS IN A MOUNTAIN CATCHMENT AND ITS IMPLICATIONS FOR SEDIMENT TRANSFER DYNAMICS IN THE ANDES OF CENTRAL CHILE,otro,otro
11220503,HOW DOES THE FOOD ENVIRONMENT IN URBAN AND RURAL AREAS RELATE TO DIET QUALITY AMONG HOME-DWELLING ELDERLY CHILEANS?,salud,salud
11220497,DETERMINATION OF PATHOGENICITY OF GENETIC VARIANTS OF UNCERTAIN SIGNIFICANCE ASSOCIATED WITH FAMILIAL HYPERCHOLESTEROLEMIA,salud,salud
11220493,SUPPLY CHAIN OF COMMON POOL RESOURCES: A SUSTAINABLE DESIGN APPROACH,otro,otro
11220486,ON THE SOLUTIONS AND ASYMPTOTIC STRUCTURE OF EXTENDED (SUPER)GRAVITY THEORIES WITH AND WITHOUT TORSION,otro,otro
11220485,FLEXIBILITY AND COMPLIANCE SPECIFICATIONS TO DESIGN ROBUST TECHNOLOGY-ENHANCED LEARNING APPLICATIONS,otro,otro
11220482,CHANGES IN SNOWMELT AS A DECISIVE ISSUE FOR AVAILABLE  WATER RESOURCES IN ANDEAN BASINS IN CENTRAL CHILE,otro,otro
11220481,"THE SIGNIFICANCE OF COPPER TOLERANCE IN BACTERIA: THE SITUATION OF MYCOBACTERIUM AVIUM SUBSP. PARATUBERCULOSIS (MAP) STRAINS, ISOLATED FROM DAIRY CATTLE",salud,salud
11220480,LOS USOS DE LA IDEA DEL PODER CONSTITUYENTE,otro,otro
11220478,THE RELATIONSHIP OF MITOCHONDRIAL DNA INHERITANCE WITH THE SEXUAL SYSTEMS OF PERUMYTILUS PURPURATUS AND SEMIMYTILUS ALGOSUS (MOLLUSCA: BIVALVIA): FROM DIOECY TO HERMAPHRODITISM,salud,salud
11220476,ENSEMBLED-BAYESIAN FRAMEWORK FOR EFFICIENT DEEP LEARNING ALGORITMS,otro,otro
11220471,"CAN DIETARY INCLUSION OF COCHAYUYO (DURVILLAEA ANTARCTICA) AND AGAR-AGAR WASTE MODIFY THE RUMEN MICROBIOME, IMPROVE PRODUCTIVE PARAMETERS AND PRESERVE THE NUTRITIONAL VALUE AND QUALITY OF LAMB MEAT?",salud,salud
11220469,INCREASING THE USE OF POST-CONSUMER POLYPROPYLENE BY DEVELOPING ANTIOXIDANT AND NANO-REINFORCED BILAYER MATERIALS FOR FOOD PACKAGING TOWARDS SUSTAINABILITY,otro,otro
11220465,"METHODS FOR DATA-DRIVEN MODELING OF DYNAMICAL SYSTEMS WITH APPLICATIONS TO CONTROL, OPTIMIZATION AND ANALYSIS OF FLUID FLOWS",otro,otro
11220464,GEOSTATISTICS FOR MODELING DEPOSITS WITH A NARROW GEOMETRY,otro,otro
11220463,JOVENES HIJOS/AS DE MIGRANTES NACIDOS Y/O ESCOLARIZADOS EN CHILE: PROCESOS DE IDENTIFICACION,otro,otro
11220439,"PROFESION JURIDICA, GENERO Y POLITICA: UNA HISTORIA DE LAS “ABOGADAS-POLITICAS” (CHILE, 1920S-1990S)",otro,otro
11220438,ALGORITHMS FOR PROCEDURAL PUZZLE GENERATION,otro,otro
11220434,PARENTAL INVOLVEMENT FROM EARLY CHILDHOOD TO ADOLESCENCE: A LONGITUDINAL STUDY WITHIN AND BETWEEN FAMILIES,otro,otro
11220432,"INCLUSION ESCOLAR Y TRABAJO COLABORATIVO DOCENTE, DESDE LOS ESTUDIANTES, APODERADOS, DIRECTIVOS Y PROFESORES",otro,otro
11220427,"“UNDERSTANDING THE	INFLUENCE	OF LOCAL VALUATIONS OF	 URBAN WETLANDS ON CONSERVATION AND SUSTAINABLE	 MANAGEMENT GOALS: A CASE STUDY IN PUNTA ARENAS,	 CHILEAN PATAGONIA”",otro,otro
11220425,"TOWARDS IMPROVING BIOMONITORING PROGRAMMES THROUGH AN INTERDISCIPLINARY ASSESSMENT OF DESALINATION IMPACTS: FROM CELLULAR TO MOLECULAR RESPONSES IN ACTINIARIA, HIGHLY ABUNDANT NEARBY BRINE DISCHARGES, AS ENVIRONMENTAL DIAGNOSIS BIOMARKERS",otro,otro
11220424,"EFECTO COMPARATIVO DEL FEEDBACK CORRECTIVO ESCRITO INDIRECTO, DIRECTO Y METALINGÜISTICO EN LA ADQUISICION DEL CONOCIMIENTO IMPLICITO Y EXPLICITO EN EL APRENDIZAJE DE INGLES COMO SEGUNDA LENGUA.",otro,otro
11220420,SIMULTANEOUS MAGNESIUM AND BORON EXTRACTION SYSTEM TO OBTAIN HIGH PURITY LITHIUM BRINES USING A NEW IONIC LIQUID AS EXTRACTANT.,otro,otro
11220419,"SENSORY ETHNOGRAPHY OF COAST-TO-CITY CARE AND COMMERCIALIZATION OF BULL KELP BY COCHAYUYO PEDDLERS IN THE ARAUCANIA (IX) REGION, CHILE",otro,otro
11220417,"COLONIZACION DE FRONTERAS AGRICOLAS, CONFLICTIVIDAD AGRARIA Y VIOLENCIA EN ANTIOQUIA (COLOMBIA) Y LA ARAUCANIA (CHILE) 1920-1960",otro,otro
11220409,THERMODYNAMIC FORMALISM  AND DIMENSION THEORY FOR SOME NON-COMPACT DYNAMICAL SYSTEMS,otro,otro
11220407,TOMA DE DECISION EN EL SISTEMA DE PROTECCION CHILENO EN CAUSAS DE MALTRATO: EXPLORANDO EL PROCESO Y FACTORES QUE LO IMPACTAN.,otro,otro
11220397,NATURAL DEEP EUTECTIC SOLVENTS (NADES) AS A NOVEL ALTERNATIVE FOR THE EXTRACTION OF &#945;-GLUCOSIDASE INHIBITORS AND ANTIOXIDANTS FROM CHILEAN BEAN LEAVES,salud,salud
11220393,FINITE ELEMENT METHODS FOR BRINKMAN-FORCHHEIMER AND RELATED PROBLEMS,otro,otro
11220389,LOS ESTANDARES DE COHERENCIA Y SU ROL EN EL APRENDIZAJE A PARTIR DE TEXTOS ACADEMICOS DE ESTUDIANTES UNIVERSITARIOS.,otro,otro
11220388,THE ROLE OF HYDROGEN FOR HEAT DECARBONISATION AND AIR POLLUTION REDUCTION IN URBAN ENERGY SYSTEMS IN CHILE,otro,otro
11220386,PROCEDIMIENTOS DECISORIOS Y CONSENSO JUDICIAL EN LOS TRIBUNALES CONSTITUCIONALES Y CORTES SUPREMAS DE LAS DEMOCRACIAS CONSOLIDADAS,otro,otro
11220385,CLASSROOM NETWORK ANALYSIS AND PEDAGOGICAL PRACTICES IN SCIENCE AND MATHEMATICS EDUCATION: A PROJECT TO DEVELOP ANALYTIC SKILLS FOR EFFECTIVE STUDENT COLLABORATION,otro,otro
11220383,COMPUTATIONALLY-EFFICIENT MACHINE LEARNING-BASED HOLISTIC OPTIMIZATION OF THERMOPHOTOVOLTAIC SYSTEMS THROUGH NANO-PHOTONIC ENGINEERING,otro,otro
11220378,"VANGUARDIAS ARTISTICAS LATINOAMERICANAS EN LA ESCRITURA SOBRE ARTES PLASTICAS Y VISUALES DESDE AMERICA LATINA: CARACTERIZACIONES, CONCEPTUALIZACIONES Y GENEALOGIAS (1960-2015)",otro,otro
11220371,HOW WOMEN WIN THE PRESIDENCY,otro,otro
11220370,DISCRIMINACION ALGORITMICA EN EL ESTADO DE BIENESTAR DIGITAL Y EN LAS PLATAFORMAS DIGITALES DE TRABAJO,otro,otro
11220368,DEVELOPMENT OF HYPERBRANCHED POLYMER COATINGS ON SURFACES FOR THE RELEASE OF BIOACTIVE MOLECULES,salud,salud
11220363,OPTIMAL MATCHING AND IMPLEMENTATION,otro,otro
11220358,ELUCIDATING THE POPULATION STRUCTURE OF ENDANGERED MARINE PREDATORS IN THE SOUTH-EAST PACIFIC OCEAN INFERRED FROM DNA AND MOVEMENT DATA,otro,otro
11220354,"GENETIC AND BIOCHEMICAL ELUCIDATION OF SKATOLE CATABOLISM, A MALODOROUS COMPOUND PRESENT IN LIVESTOCK INDUSTRY WASTES, BY A NOVEL RHODOCOCCUS STRAIN ISOLATED FROM A PULP MILL WASTEWATER TREATMENT PLANT",salud,salud
11220353,EFECTOS DE LA DINAMICA ESPACIO TEMPORAL DEL PAISAJE POST MEGA PERTURBACIONES SOBRE LA MULTIFUNCIONALIDAD EN LA PATAGONIA,otro,otro
11220350,"BIOPOLITICA, SUBJETIVIDAD Y PROFESIONALISMO. UN ESTUDIO SOBRE LAS FORMAS DE GOBIERNO Y SUBJETIVACION PROFESIONAL DOCENTE A PARTIR DE LOS DISCURSOS NEUROCIENTIFICOS",otro,otro
11220346,USOS DE CONOCIMIENTO MATEMATICO Y CATEGORIA DE MODELACION. UN ESTUDIO SOCIOEPISTEMOLOGICO EN ESTUDIANTES DE EDUCACION MEDIA Y SUPERIOR EN CHILE.,otro,otro
11220340,DECODING THE ACCRETION HISTORY OF THE MILKY WAY WITH THE (SIX) MILLION SPECTROSCOPIC STELLAR CENSUS OF SDSS-V,otro,otro
11220339,ADOPTION OF INDUSTRY 4.0 IN SMALL AND MEDIUM-SIZED ENTERPRISES IN AN EMERGING ECONOMY AND THE IMPACTS ON INNOVATION,otro,otro
11220336,NUMERICAL-EXPERIMENTAL STUDY ON THE DEGRADATION OF THE THERMO-MECHANICAL PROPERTIES OF RADIATA PINE GROWN IN CHILE EXPOSED TO ELEVATED TEMPERATURES,otro,otro
11220335,"COBALT-FREE LAFE0.8CU0.2-XTIXO3-&#948; (X=0, 0.05 AND 0.1) ELECTRODE MATERIAL FOR SYMMETRICAL SOLID OXIDE FUEL CELL (SSOFC) RUNNING ON H2.",otro,otro
11220333,"ROLE OF SPECIALIZED PRO-RESOLVING MEDIATORS ON INFLAMMATION, CARDIOMETABOLIC HEALTH, DISEASE PROGRESSION, AND QUALITY OF LIFE IN PATIENTS WITH RHEUMATOID ARTHRITIS AFTER OMEGA-3 PUFA SUPPLEMENTATION AND AEROBIC EXERCISE TRAINING.",salud,salud
11220332,PROGRAMA DE INTERVENCION PARA EL DESARROLLO ETICO PROFESIONAL DE ESTUDIANTES UNIVERSITARIOS: UNA APROXIMACION DESDE LA NEUROETICA,otro,otro
11220328,NON-RELATIVISTIC FORMULATION OF (SUPER)GRAVITY THEORIES.,otro,otro
11220327,LA FILOSOFIA DE LA NEUROCIENCIA COMO MARCO CONCEPTUAL PARA LOS NEURODERECHOS,otro,otro
11220325,HIGH-THROUGHPUT PHENOTYPING FOR IDENTIFICATION TRAIT ASSOCIATED WITH TUBER YIELD IN POTATO GENOTYPES,otro,otro
11220320,ROLE OF FFA1 RECEPTOR AGONISTS ON WOUND HEALING IN AGING,salud,salud
11220317,CARACTERIZANDO LA APROPIACION DE LA PRACTICA DE MODELIZACION EN LA FORMACION INICIAL DE DOCENTES DE FISICA,otro,otro
11220310,MODULATION OF THE RECEPTOR FOR ADVANCED GLYCATION END PRODUCTS (RAGE) IN A HOST-PATHOGEN MODEL: AN IMMUNOBIOLOGICAL APPROACH TO IMPROVE PLACENTAL BARRIER INTEGRITY.,salud,salud
